#! FIELDS Id Weight Mean_0 Mean_1 Mean_2 Cov_00 Cov_01 Cov_02 Cov_11 Cov_12 Cov_22 Beta
     0  1.5367631010e+01     21.4461829    25.1396450    17.6437815  1.2698327459e-02 3.4429703960e-03 1.3271186090e-03 1.7831277536e-02 -3.5703459330e-03 1.3700094000e-02  0
     1  1.0194598766e+01     21.1912854    24.4034960    17.4715425  1.5024323673e-02 1.0174916589e-02 2.7337279160e-03 2.2269318940e-02 4.3935815950e-03 1.3051229464e-02  0
     2  1.3901489145e+01     19.8183956    24.8240843    18.4811571  1.6656671242e-02 -2.0461295240e-03 -8.5628081410e-03 2.7233274914e-02 -1.3304061978e-02 5.3305438815e-02  0
     3  5.9128340538e+00     19.1148217    23.7587585    18.2586660  1.3928993948e-02 1.6579856275e-02 -5.6492235600e-03 4.5688348335e-02 -6.2104978810e-03 3.2559982913e-02  0
     4  1.2389500589e+01     21.1880381    25.5824109    18.1111803  2.8318636102e-02 -5.9043261000e-04 -1.1539193086e-02 2.2671722792e-02 -5.6868343220e-03 2.4411434217e-02  0
     5  3.2645602998e+00     21.8041510    25.9217027    17.8063381  1.5217062925e-02 -4.0444868500e-04 -9.3360552270e-03 1.2022123545e-02 1.7333573570e-03 2.2021978437e-02  0
     6  8.9730632466e+00     20.2673955    24.5492074    17.6954361  1.3155911340e-02 -5.0389193600e-03 2.1419075630e-03 2.4741733739e-02 -4.7481891660e-03 1.1932464964e-02  0
     7  2.8862384875e+00     21.6240532    25.7818291    17.2153474  1.1563892144e-02 7.2209866220e-03 2.8870301670e-03 2.3573583224e-02 6.6054735270e-03 1.1253313422e-02  0
     8  3.4477938811e+00     21.3177412    26.0407513    18.0622091  6.8262526464e-02 4.0509360428e-02 2.8449578923e-02 3.8661756736e-02 1.8093487271e-02 4.3340656090e-02  0
     9  3.6226227780e+00     20.2019539    25.8225989    18.6106464  1.3877250708e-01 -5.6859860308e-02 1.1844023545e-02 3.5324451032e-02 -7.2507931190e-03 1.4214668014e-02  0
    10  2.5891186266e+00     21.3979111    25.8543399    18.4191465  3.3830879893e-02 4.4273877710e-03 -2.2961195545e-02 1.4637712089e-02 -6.9800213780e-03 4.3366322601e-02  0
    11  6.9800909601e+00     19.5651996    24.9616632    18.4482955  2.2995814308e-02 -3.8360793390e-03 8.2546240170e-03 2.6376437710e-02 -2.5718642580e-03 1.6303421539e-02  0
    12  9.8097188638e+00     21.4608422    24.6190708    17.2419150  1.2482678434e-02 -1.6754404520e-03 4.4346985680e-03 9.0078576050e-03 -1.4938306670e-03 1.6506928714e-02  0
    13  5.5461176376e+00     20.5822771    25.5573748    17.8013173  1.7601362221e-02 2.0998005210e-03 -2.6825081000e-04 4.0081452497e-02 -3.3959491918e-02 6.5370895384e-02  0
    14  3.0882876384e+00     19.7063509    24.0255082    17.7273410  1.2428914896e-02 -4.3564818400e-04 4.4587732890e-03 3.4916402080e-02 -1.5055991768e-02 1.8693121528e-02  0
